ID,Year,Row,CUSIP,Issuer Name,Yield at Issue,Amt Issued,Issue Date,Maturity,Tax Prov,Fin Typ,BICS Level 2,Self-reported Green,Mgmt of Proc,ESG Reporting,ESG Assurance Providers,Proj Sel Proc,ESG Framework,Industry,Industry_Full,Kestrel Total ESG Impact Score,ESG Project Categories,Project Subcategory,Jurisdiction_Type,Controlling_Jurisdiction,Ultimate_Political_Jurisdiction,Entity_Type,Service_Function,Independence_Level,Geographic_Scope,State_Abb_Classified,State_Name,Classification_Confidence,Issue_Year,City_Name,County_Name,Is_Municipal,State_Year,City_State_Year,city_fips7,city_geo_name,city_name_crosswalk,city_match_method,panel_year,is_in_578_panel,cusip_duplicate_flag,included,cusip_repaired
2020-146,2020.0,146,86754EAT3,Sunnyvale Financing Authority,2.21,26165000.0,2020-11-12,2045-04-01,FED & ST TAX-EXEMPT,NEW MONEY,General Government,Yes,No,No,No,No,No,APPROP,Appropriation,4.6,"Renewable Energy, Green Buildings","Solar, LEED Certified",CITY,Sunnyvale,City of Sunnyvale,Financing authority,Financing/Bond issuance only,SEMI_DEPENDENT,Single city,CA,California,MEDIUM,2020.0,sunnyvale,,True,CA_2020,sunnyvale_CA_2020,677000.0,sunnyvale,Sunnyvale,existing_city_name,2020.0,True,False,1,0
2020-147,2020.0,147,812643VB7,City of Seattle WA Municipal Light & Power Revenue,1.65,4900000.0,2020-08-05,2042-07-01,FED TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,MUNUTIL,Municipal Utility,4.55,Renewable Energy,Hydro,CITY,Seattle WA Municipal Light & Power,City of Seattle WA Municipal Light & Power,Direct government,Electric/Gas utility,INTEGRATED,Single city,WA,Washington,HIGH,2020.0,seattle,,True,WA_2020,seattle_WA_2020,5363000.0,seattle,Seattle,existing_city_name,2020.0,True,False,1,0
2020-148,2020.0,148,812643VC5,City of Seattle WA Municipal Light & Power Revenue,1.68,5100000.0,2020-08-05,2043-07-01,FED TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,MUNUTIL,Municipal Utility,4.55,Renewable Energy,Hydro,CITY,Seattle WA Municipal Light & Power,City of Seattle WA Municipal Light & Power,Direct government,Electric/Gas utility,INTEGRATED,Single city,WA,Washington,HIGH,2020.0,seattle,,True,WA_2020,seattle_WA_2020,5363000.0,seattle,Seattle,existing_city_name,2020.0,True,False,1,0
2020-149,2020.0,149,812643VD3,City of Seattle WA Municipal Light & Power Revenue,1.71,5300000.0,2020-08-05,2044-07-01,FED TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,MUNUTIL,Municipal Utility,4.55,Renewable Energy,Hydro,CITY,Seattle WA Municipal Light & Power,City of Seattle WA Municipal Light & Power,Direct government,Electric/Gas utility,INTEGRATED,Single city,WA,Washington,HIGH,2020.0,seattle,,True,WA_2020,seattle_WA_2020,5363000.0,seattle,Seattle,existing_city_name,2020.0,True,False,1,0
2020-150,2020.0,150,86754EAM8,Sunnyvale Financing Authority,1.72,3815000.0,2020-11-12,2035-04-01,FED & ST TAX-EXEMPT,NEW MONEY,General Government,Yes,No,No,No,No,No,APPROP,Appropriation,4.6,"Renewable Energy, Green Buildings","Solar, LEED Certified",CITY,Sunnyvale,City of Sunnyvale,Financing authority,Financing/Bond issuance only,SEMI_DEPENDENT,Single city,CA,California,MEDIUM,2020.0,sunnyvale,,True,CA_2020,sunnyvale_CA_2020,677000.0,sunnyvale,Sunnyvale,existing_city_name,2020.0,True,False,0,0
2020-153,2020.0,153,439241AB6,Hoover Industrial Development Board,6.374,63400000.0,2020-11-24,2050-11-01,AMT/ST TAX-EXEMPT,NEW MONEY,Financing,Yes,Yes,Yes,No,Yes,Yes,DEV,Development,--,Circular Economy,Circular Design and Production ,CITY,Hoover,City of Hoover,Development corporation,Financing/Bond issuance only,SEMI_DEPENDENT,Single county,AL,Alabama,MEDIUM,2020.0,hoover,,True,AL_2020,hoover_AL_2020,135896.0,hoover,Hoover,existing_city_name,2020.0,True,False,1,0
2020-162,2020.0,162,812643UP7,City of Seattle WA Municipal Light & Power Revenue,0.81,8695000.0,2020-08-05,2030-07-01,FED TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,MUNUTIL,Municipal Utility,4.55,Renewable Energy,Hydro,CITY,Seattle WA Municipal Light & Power,City of Seattle WA Municipal Light & Power,Direct government,Electric/Gas utility,INTEGRATED,Single city,WA,Washington,HIGH,2020.0,seattle,,True,WA_2020,seattle_WA_2020,5363000.0,seattle,Seattle,existing_city_name,2020.0,True,False,1,0
2020-184,2020.0,184,013630EA2,City of Albuquerque NM Refuse Removal & Disposal Revenue,1.25,1205000.0,2020-06-30,2029-07-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,SOLWST,Solid Waste,3.33,Sustainable Water,Infastructure,CITY,Albuquerque,City of Albuquerque,Direct government,Environmental,INTEGRATED,Single city,NM,New Mexico,HIGH,2020.0,albuquerque,,True,NM_2020,albuquerque_NM_2020,3502000.0,albuquerque,Albuquerque,existing_city_name,2020.0,True,False,0,0
2020-185,2020.0,185,013630EG9,City of Albuquerque NM Refuse Removal & Disposal Revenue,1.76,1615000.0,2020-06-30,2035-07-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,SOLWST,Solid Waste,3.33,Sustainable Water,Infastructure,CITY,Albuquerque,City of Albuquerque,Direct government,Environmental,INTEGRATED,Single city,NM,New Mexico,HIGH,2020.0,albuquerque,,True,NM_2020,albuquerque_NM_2020,3502000.0,albuquerque,Albuquerque,existing_city_name,2020.0,True,False,0,0
2020-205,2020.0,205,53746QAW0,City of Little Rock AR Water Reclamation System Revenue,1.023,1055000.0,2020-12-03,2025-08-01,FED TAXABLE/ST TAX-EXEMPT,REFUNDING,Utilities,Yes,Yes,Yes,No,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Little Rock AR,City of Little Rock AR,Direct government,Water/Wastewater,INTEGRATED,Single city,AR,Arkansas,HIGH,2020.0,little rock,,True,AR_2020,little rock_AR_2020,541000.0,little rock,Little Rock,existing_city_name,2020.0,True,False,0,0
2020-213,2020.0,213,852660FE4,City of Stamford CT Water Pollution Control System & Facility Revenue,1.67,1215000.0,2020-12-09,2040-11-15,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Stamford CT,City of Stamford CT,Direct government,Water/Wastewater,INTEGRATED,Single city,CT,Connecticut,HIGH,2020.0,stamford,,True,CT_2020,stamford_CT_2020,973000.0,stamford,Stamford,existing_city_name,2020.0,True,False,1,0
2020-214,2020.0,214,812643UV4,City of Seattle WA Municipal Light & Power Revenue,1.37,3875000.0,2020-08-05,2036-07-01,FED TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,MUNUTIL,Municipal Utility,4.55,Renewable Energy,Hydro,CITY,Seattle WA Municipal Light & Power,City of Seattle WA Municipal Light & Power,Direct government,Electric/Gas utility,INTEGRATED,Single city,WA,Washington,HIGH,2020.0,seattle,,True,WA_2020,seattle_WA_2020,5363000.0,seattle,Seattle,existing_city_name,2020.0,True,False,1,0
2020-220,2020.0,220,812643UL6,City of Seattle WA Municipal Light & Power Revenue,0.57,19975000.0,2020-08-05,2027-07-01,FED TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,MUNUTIL,Municipal Utility,4.55,Renewable Energy,Hydro,CITY,Seattle WA Municipal Light & Power,City of Seattle WA Municipal Light & Power,Direct government,Electric/Gas utility,INTEGRATED,Single city,WA,Washington,HIGH,2020.0,seattle,,True,WA_2020,seattle_WA_2020,5363000.0,seattle,Seattle,existing_city_name,2020.0,True,False,1,0
2020-231,2020.0,231,013630EE4,City of Albuquerque NM Refuse Removal & Disposal Revenue,1.65,1465000.0,2020-06-30,2033-07-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,SOLWST,Solid Waste,3.33,Sustainable Water,Infastructure,CITY,Albuquerque,City of Albuquerque,Direct government,Environmental,INTEGRATED,Single city,NM,New Mexico,HIGH,2020.0,albuquerque,,True,NM_2020,albuquerque_NM_2020,3502000.0,albuquerque,Albuquerque,existing_city_name,2020.0,True,False,0,0
2020-232,2020.0,232,094725LX4,City of Bloomington IN Sewage Works Revenue,0.93,1650000.0,2020-12-23,2029-01-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,Yes,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,,CITY,Bloomington IN,City of Bloomington IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2020.0,bloomington,,True,IN_2020,bloomington_IN_2020,1805860.0,bloomington,Bloomington,existing_city_name,2020.0,True,False,0,0
2020-240,2020.0,240,4095587V9,City of Hampton VA,1.13,560000.0,2020-12-02,2031-09-01,FED & ST TAX-EXEMPT,NEW MONEY,General Government,Yes,Yes,Yes,Yes,Yes,Yes,GO,General Obligation,4.63,Sustainable Water,Infastructure,CITY,Hampton,City of Hampton,Direct government,General government,INTEGRATED,Single city,VA,Virginia,HIGH,2020.0,hampton,,True,VA_2020,hampton_VA_2020,5135000.0,hampton,Hampton,existing_city_name,2020.0,True,False,0,0
2020-274,2020.0,274,86754EAG1,Sunnyvale Financing Authority,1.07,3135000.0,2020-11-12,2040-04-01,FED & ST TAX-EXEMPT,NEW MONEY,General Government,Yes,No,No,No,No,No,APPROP,Appropriation,4.6,"Renewable Energy, Green Buildings","Solar, LEED Certified",CITY,Sunnyvale,City of Sunnyvale,Financing authority,Financing/Bond issuance only,SEMI_DEPENDENT,Single city,CA,California,MEDIUM,2020.0,sunnyvale,,True,CA_2020,sunnyvale_CA_2020,677000.0,sunnyvale,Sunnyvale,existing_city_name,2020.0,True,False,0,0
2020-282,2020.0,282,013630EN4,City of Albuquerque NM Refuse Removal & Disposal Revenue,2.26,6755000.0,2020-06-30,2043-07-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,SOLWST,Solid Waste,3.33,Sustainable Water,Infastructure,CITY,Albuquerque,City of Albuquerque,Direct government,Environmental,INTEGRATED,Single city,NM,New Mexico,HIGH,2020.0,albuquerque,,True,NM_2020,albuquerque_NM_2020,3502000.0,albuquerque,Albuquerque,existing_city_name,2020.0,True,False,0,0
2020-283,2020.0,283,094725MJ4,City of Bloomington IN Sewage Works Revenue,1.55,1855000.0,2020-12-23,2040-01-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,Yes,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,,CITY,Bloomington IN,City of Bloomington IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2020.0,bloomington,,True,IN_2020,bloomington_IN_2020,1805860.0,bloomington,Bloomington,existing_city_name,2020.0,True,False,0,0
2020-317,2020.0,317,852660FF1,City of Stamford CT Water Pollution Control System & Facility Revenue,1.83,6860000.0,2020-12-09,2045-11-15,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Stamford CT,City of Stamford CT,Direct government,Water/Wastewater,INTEGRATED,Single city,CT,Connecticut,HIGH,2020.0,stamford,,True,CT_2020,stamford_CT_2020,973000.0,stamford,Stamford,existing_city_name,2020.0,True,False,1,0
2020-324,2020.0,324,755562DU6,Reading Area Water Authority,2.539,4755000.0,2020-03-26,2032-12-01,FED TAXABLE/ST TAX-EXEMPT,REFUNDING,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,,SPECIAL_DISTRICT,Reading Area,Reading Area,Special district,Water/Wastewater,INDEPENDENT,Multi-city,PA,Pennsylvania,HIGH,2020.0,reading,,True,PA_2020,reading_PA_2020,4263624.0,reading,Reading,existing_city_name,2020.0,True,False,1,0
2020-336,2020.0,336,86754EAF3,Sunnyvale Financing Authority,0.94,3015000.0,2020-11-12,2029-04-01,FED & ST TAX-EXEMPT,NEW MONEY,General Government,Yes,No,No,No,No,No,APPROP,Appropriation,4.6,"Renewable Energy, Green Buildings","Solar, LEED Certified",CITY,Sunnyvale,City of Sunnyvale,Financing authority,Financing/Bond issuance only,SEMI_DEPENDENT,Single city,CA,California,MEDIUM,2020.0,sunnyvale,,True,CA_2020,sunnyvale_CA_2020,677000.0,sunnyvale,Sunnyvale,existing_city_name,2020.0,True,False,0,0
2020-339,2020.0,339,755562DN2,Reading Area Water Authority,1.976,660000.0,2020-03-26,2026-12-01,FED TAXABLE/ST TAX-EXEMPT,REFUNDING,Utilities,Yes,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,,SPECIAL_DISTRICT,Reading Area,Reading Area,Special district,Water/Wastewater,INDEPENDENT,Multi-city,PA,Pennsylvania,HIGH,2020.0,reading,,True,PA_2020,reading_PA_2020,4263624.0,reading,Reading,existing_city_name,2020.0,True,False,1,0
2020-342,2020.0,342,79771FFG7,City of San Francisco CA Public Utilities Commission Water Revenue,2.593,2980000.0,2020-01-09,2029-11-01,FED TAXABLE/ST TAX-EXEMPT,REFUNDING,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Water/Sewer,--,Sustainable Water,"Infastructure, Vehicles",CITY,San Francisco CA Public Utilities Commission,City of San Francisco CA Public Utilities Commission,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,CA,California,HIGH,2020.0,san francisco,,True,CA_2020,san francisco_CA_2020,667000.0,san francisco,San Francisco,existing_city_name,2020.0,True,False,1,0
2020-347,2020.0,347,812643UN2,City of Seattle WA Municipal Light & Power Revenue,0.73,11450000.0,2020-08-05,2029-07-01,FED TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,MUNUTIL,Municipal Utility,4.55,Renewable Energy,Hydro,CITY,Seattle WA Municipal Light & Power,City of Seattle WA Municipal Light & Power,Direct government,Electric/Gas utility,INTEGRATED,Single city,WA,Washington,HIGH,2020.0,seattle,,True,WA_2020,seattle_WA_2020,5363000.0,seattle,Seattle,existing_city_name,2020.0,True,False,1,0
2020-348,2020.0,348,812643UX0,City of Seattle WA Municipal Light & Power Revenue,1.5,4190000.0,2020-08-05,2038-07-01,FED TAX-EXEMPT,NEW MONEY,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,MUNUTIL,Municipal Utility,4.55,Renewable Energy,Hydro,CITY,Seattle WA Municipal Light & Power,City of Seattle WA Municipal Light & Power,Direct government,Electric/Gas utility,INTEGRATED,Single city,WA,Washington,HIGH,2020.0,seattle,,True,WA_2020,seattle_WA_2020,5363000.0,seattle,Seattle,existing_city_name,2020.0,True,False,1,0
2020-367,2020.0,367,793071TP6,City of St Paul MN Sewer Revenue,1.06,1275000.0,2020-03-11,2027-12-01,FED & ST TAX-EXEMPT,REFUNDING,Utilities,Yes,No,No,No,No,Yes,WTRSWR,Water/Sewer,--,Sustainable Water,"Plumbing System, Infastructure",CITY,St Paul MN,City of St Paul MN,Direct government,Water/Wastewater,INTEGRATED,Single city,MN,Minnesota,HIGH,2020.0,,,True,MN_2020,st. paul_MN_2020,2758000.0,st. paul,St. Paul,fuzzy(93),2020.0,True,False,1,0
2020-374,2020.0,374,79765R4Y2,City of San Francisco CA Public Utilities Commission Water Revenue,3.053,4180000.0,2020-01-09,2033-11-01,FED TAXABLE/ST TAX-EXEMPT,REFUNDING,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Water/Sewer,3.97,Sustainable Water,"Plumbing System, Infastructure",CITY,San Francisco CA Public Utilities Commission,City of San Francisco CA Public Utilities Commission,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,CA,California,HIGH,2020.0,san francisco,,True,CA_2020,san francisco_CA_2020,667000.0,san francisco,San Francisco,existing_city_name,2020.0,True,False,0,0
2020-375,2020.0,375,79765R4V8,City of San Francisco CA Public Utilities Commission Water Revenue,2.703,4215000.0,2020-01-09,2030-11-01,FED TAXABLE/ST TAX-EXEMPT,REFUNDING,Utilities,Yes,Yes,Yes,Yes,Yes,Yes,WTRSWR,Water/Sewer,3.97,Sustainable Water,"Plumbing System, Infastructure",CITY,San Francisco CA Public Utilities Commission,City of San Francisco CA Public Utilities Commission,Authority/Agency,Water/Wastewater,SEMI_DEPENDENT,Single city,CA,California,HIGH,2020.0,san francisco,,True,CA_2020,san francisco_CA_2020,667000.0,san francisco,San Francisco,existing_city_name,2020.0,True,False,0,0
2020-379,2020.0,379,081647EZ8,City of Bend OR Sewer Revenue,0.95,905000.0,2020-09-30,2030-05-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,4.75,Sustainable Water,Plumbing System,CITY,Bend OR,City of Bend OR,Direct government,Water/Wastewater,INTEGRATED,Single city,OR,Oregon,HIGH,2020.0,bend,,True,OR_2020,bend_OR_2020,4105800.0,bend,Bend,existing_city_name,2020.0,True,False,0,0
2020-380,2020.0,380,084113WM7,City of Berkeley CA,1.41,585000.0,2020-06-03,2030-09-01,FED & ST TAX-EXEMPT,REFUNDING,General Government,Yes,Yes,Yes,Yes,Yes,Yes,GO,General Obligation,5,Green Buildings,"LEED Certified, BREEAM Certified",CITY,Berkeley,City of Berkeley,Direct government,General government,INTEGRATED,Single city,CA,California,HIGH,2020.0,berkeley,,True,CA_2020,berkeley_CA_2020,606000.0,berkeley,Berkeley,existing_city_name,2020.0,True,False,1,0
2020-382,2020.0,382,013630DY1,City of Albuquerque NM Refuse Removal & Disposal Revenue,1.04,1090000.0,2020-06-30,2027-07-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,SOLWST,Solid Waste,3.33,Sustainable Water,Infastructure,CITY,Albuquerque,City of Albuquerque,Direct government,Environmental,INTEGRATED,Single city,NM,New Mexico,HIGH,2020.0,albuquerque,,True,NM_2020,albuquerque_NM_2020,3502000.0,albuquerque,Albuquerque,existing_city_name,2020.0,True,False,0,0
2020-383,2020.0,383,013630EH7,City of Albuquerque NM Refuse Removal & Disposal Revenue,1.83,1695000.0,2020-06-30,2036-07-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,SOLWST,Solid Waste,3.33,Sustainable Water,Infastructure,CITY,Albuquerque,City of Albuquerque,Direct government,Environmental,INTEGRATED,Single city,NM,New Mexico,HIGH,2020.0,albuquerque,,True,NM_2020,albuquerque_NM_2020,3502000.0,albuquerque,Albuquerque,existing_city_name,2020.0,True,False,0,0
2020-384,2020.0,384,013630DX3,City of Albuquerque NM Refuse Removal & Disposal Revenue,0.9,1040000.0,2020-06-30,2026-07-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,SOLWST,Solid Waste,3.33,Sustainable Water,Infastructure,CITY,Albuquerque,City of Albuquerque,Direct government,Environmental,INTEGRATED,Single city,NM,New Mexico,HIGH,2020.0,albuquerque,,True,NM_2020,albuquerque_NM_2020,3502000.0,albuquerque,Albuquerque,existing_city_name,2020.0,True,False,0,0
2020-385,2020.0,385,013630EJ3,City of Albuquerque NM Refuse Removal & Disposal Revenue,1.86,1780000.0,2020-06-30,2037-07-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,SOLWST,Solid Waste,3.33,Sustainable Water,Infastructure,CITY,Albuquerque,City of Albuquerque,Direct government,Environmental,INTEGRATED,Single city,NM,New Mexico,HIGH,2020.0,albuquerque,,True,NM_2020,albuquerque_NM_2020,3502000.0,albuquerque,Albuquerque,existing_city_name,2020.0,True,False,0,0
2020-386,2020.0,386,013630EP9,City of Albuquerque NM Refuse Removal & Disposal Revenue,2.13,7675000.0,2020-06-30,2046-07-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,SOLWST,Solid Waste,3.33,Sustainable Water,Infastructure,CITY,Albuquerque,City of Albuquerque,Direct government,Environmental,INTEGRATED,Single city,NM,New Mexico,HIGH,2020.0,albuquerque,,True,NM_2020,albuquerque_NM_2020,3502000.0,albuquerque,Albuquerque,existing_city_name,2020.0,True,False,0,0
2020-387,2020.0,387,094725LY2,City of Bloomington IN Sewage Works Revenue,1.01,2220000.0,2020-12-23,2030-01-01,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,Yes,Yes,No,WTRSWR,Water/Sewer,--,Sustainable Water,,CITY,Bloomington IN,City of Bloomington IN,Direct government,Water/Wastewater,INTEGRATED,Single city,IN,Indiana,HIGH,2020.0,bloomington,,True,IN_2020,bloomington_IN_2020,1805860.0,bloomington,Bloomington,existing_city_name,2020.0,True,False,0,0
2020-390,2020.0,390,100853B25,City of Boston MA,0.95,6000000.0,2020-12-30,2035-11-01,FED & ST TAX-EXEMPT,NEW MONEY,General Government,Yes,Yes,Yes,Yes,Yes,Yes,GO,General Obligation,--,Climate Change Adaptation,"Information Support, LEED Certified",CITY,Boston,City of Boston,Direct government,General government,INTEGRATED,Single city,MA,Massachusetts,HIGH,2020.0,boston,,True,MA_2020,boston_MA_2020,2507000.0,boston,Boston,existing_city_name,2020.0,True,False,1,0
2020-435,2020.0,435,4095588E6,City of Hampton VA,2.16,710000.0,2020-12-02,2040-09-01,FED & ST TAX-EXEMPT,NEW MONEY,General Government,Yes,Yes,Yes,No,Yes,Yes,GO,General Obligation,4.63,Sustainable Water,Infastructure,CITY,Hampton,City of Hampton,Direct government,General government,INTEGRATED,Single city,VA,Virginia,HIGH,2020.0,hampton,,True,VA_2020,hampton_VA_2020,5135000.0,hampton,Hampton,existing_city_name,2020.0,True,False,0,1
2020-499,2020.0,499,852660EZ8,City of Stamford CT Water Pollution Control System & Facility Revenue,1.48,995000.0,2020-12-09,2035-11-15,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,--,No,No,No,No,No,WTRSWR,Water/Sewer,--,Sustainable Water,Infastructure,CITY,Stamford CT,City of Stamford CT,Direct government,Water/Wastewater,INTEGRATED,Single city,CT,Connecticut,HIGH,2020.0,stamford,,True,CT_2020,stamford_CT_2020,973000.0,stamford,Stamford,existing_city_name,2020.0,True,False,1,0
2020-505,2020.0,505,86754EAL0,Sunnyvale Financing Authority,1.64,3670000.0,2020-11-12,2034-04-01,FED & ST TAX-EXEMPT,NEW MONEY,General Government,Yes,No,No,No,No,No,APPROP,Appropriation,4.6,"Renewable Energy, Green Buildings","Solar, LEED Certified",CITY,Sunnyvale,City of Sunnyvale,Financing authority,Financing/Bond issuance only,SEMI_DEPENDENT,Single city,CA,California,MEDIUM,2020.0,sunnyvale,,True,CA_2020,sunnyvale_CA_2020,677000.0,sunnyvale,Sunnyvale,existing_city_name,2020.0,True,False,0,0
2020-506,2020.0,506,86754EAQ9,Sunnyvale Financing Authority,1.94,4295000.0,2020-11-12,2038-04-01,FED & ST TAX-EXEMPT,NEW MONEY,General Government,Yes,No,No,No,No,No,APPROP,Appropriation,4.6,"Renewable Energy, Green Buildings","Solar, LEED Certified",CITY,Sunnyvale,City of Sunnyvale,Financing authority,Financing/Bond issuance only,SEMI_DEPENDENT,Single city,CA,California,MEDIUM,2020.0,sunnyvale,,True,CA_2020,sunnyvale_CA_2020,677000.0,sunnyvale,Sunnyvale,existing_city_name,2020.0,True,False,0,0
