jurisdiction,state_abbr,state_name,jurisdiction_type,year,iecc_comm_vintage,iecc_comm_code_type,lag_model_code_yrs,no_statewide_code,home_rule,preemption_of_stricter_local,stretch_code_available,weakening_amendments,state_bps_adopted,state_bps_effective,state_bps_year_enacted,state_bps_first_compliance_year,state_bps_law_name,state_bps_law_id,state_bps_penalty_per_sqft,state_bps_penalty_per_tco2e,bps_adopted,bps_effective,bps_year_enacted,bps_first_compliance_year,years_since_bps,bps_metric,bps_covered_threshold_comm_sqft,bps_covered_threshold_public_sqft,bps_covered_threshold_mf_sqft,bps_covers_municipal,bps_ratchet,bps_penalty_per_sqft,bps_penalty_per_tco2e,bps_law_name,bps_law_id,bps_coalition_member,bps_coalition_launch_day,bps_coalition_joined_year,benchmarking_adopted,benchmarking_effective,benchmarking_year_enacted,benchmarking_first_reporting_year,years_since_benchmarking,benchmarking_threshold_sqft,audit_tuneup_req,any_policy_active,any_policy_effective
Portland,OR,Oregon,city,2022,2019,ASHRAE,0,0,0,0,1,0,0,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2015,2016,7,20000,0,1,1
Portland,OR,Oregon,city,2023,2019,ASHRAE,3,0,0,0,1,0,1,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2015,2016,8,20000,0,1,1
Portland,OR,Oregon,city,2024,2019,ASHRAE,3,0,0,0,1,0,1,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2015,2016,9,20000,0,1,1
Portland,OR,Oregon,city,2025,2022,ASHRAE,0,0,0,0,1,0,1,0,2023,2028,Energy Performance Standards,HB 3409,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2015,2016,10,20000,0,1,1
Prince George's County,MD,Maryland,county,2010,2009,IECC,0,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Prince George's County,MD,Maryland,county,2011,2009,IECC,1,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Prince George's County,MD,Maryland,county,2012,2012,IECC,0,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Prince George's County,MD,Maryland,county,2013,2012,IECC,0,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Prince George's County,MD,Maryland,county,2014,2012,IECC,1,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Prince George's County,MD,Maryland,county,2015,2015,IECC,0,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Prince George's County,MD,Maryland,county,2016,2015,IECC,0,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Prince George's County,MD,Maryland,county,2017,2015,IECC,1,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Prince George's County,MD,Maryland,county,2018,2015,IECC,1,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Prince George's County,MD,Maryland,county,2019,2015,IECC,1,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Prince George's County,MD,Maryland,county,2020,2015,IECC,4,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Prince George's County,MD,Maryland,county,2021,2015,IECC,4,0,0,0,1,0,0,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Prince George's County,MD,Maryland,county,2022,2015,IECC,4,0,0,0,1,0,1,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,1,0
Prince George's County,MD,Maryland,county,2023,2019,ASHRAE,3,0,0,0,1,0,1,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,1,0
Prince George's County,MD,Maryland,county,2024,2019,ASHRAE,3,0,0,0,1,0,1,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,1,0
Prince George's County,MD,Maryland,county,2025,2019,ASHRAE,3,0,0,0,1,0,1,0,2022,2030,Climate Solutions Now Act,SB 528,,230,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,1,0
Reno,NV,Nevada,city,2010,,,,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2019,2020,,30000,0,0,0
Reno,NV,Nevada,city,2011,,,,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2019,2020,,30000,0,0,0
Reno,NV,Nevada,city,2012,2009,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2019,2020,,30000,0,0,0
Reno,NV,Nevada,city,2013,2009,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2019,2020,,30000,0,0,0
Reno,NV,Nevada,city,2014,2009,IECC,4,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2019,2020,,30000,0,0,0
Reno,NV,Nevada,city,2015,2009,IECC,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2019,2020,,30000,0,0,0
Reno,NV,Nevada,city,2016,2009,IECC,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2019,2020,,30000,0,0,0
Reno,NV,Nevada,city,2017,2009,IECC,7,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2019,2020,,30000,0,0,0
Reno,NV,Nevada,city,2018,2009,IECC,7,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2019,2020,,30000,0,0,0
Reno,NV,Nevada,city,2019,2009,IECC,7,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,0,2019,2020,0,30000,0,1,0
Reno,NV,Nevada,city,2020,2009,IECC,10,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2019,2020,1,30000,0,1,1
Reno,NV,Nevada,city,2021,2009,IECC,10,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2019,2020,2,30000,0,1,1
Reno,NV,Nevada,city,2022,2009,IECC,10,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2019,2020,3,30000,0,1,1
Reno,NV,Nevada,city,2023,2009,IECC,13,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2019,2020,4,30000,0,1,1
Reno,NV,Nevada,city,2024,2022,ASHRAE,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2019,2020,5,30000,0,1,1
Reno,NV,Nevada,city,2025,2022,ASHRAE,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2019,2020,6,30000,0,1,1
Sacramento,CA,California,city,2010,2008,TITLE24,1,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Sacramento,CA,California,city,2011,2008,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Sacramento,CA,California,city,2012,2008,TITLE24,4,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Sacramento,CA,California,city,2013,2008,TITLE24,4,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Sacramento,CA,California,city,2014,2013,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Sacramento,CA,California,city,2015,2013,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Sacramento,CA,California,city,2016,2013,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Sacramento,CA,California,city,2017,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Sacramento,CA,California,city,2018,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Sacramento,CA,California,city,2019,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Sacramento,CA,California,city,2020,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Sacramento,CA,California,city,2021,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Sacramento,CA,California,city,2022,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Sacramento,CA,California,city,2023,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Sacramento,CA,California,city,2024,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Sacramento,CA,California,city,2025,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Salt Lake City,UT,Utah,city,2010,2007,ASHRAE,2,0,0,1,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2016,2017,,25000,1,0,0
Salt Lake City,UT,Utah,city,2011,2007,ASHRAE,3,0,0,1,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2016,2017,,25000,1,0,0
Salt Lake City,UT,Utah,city,2012,2007,ASHRAE,5,0,0,1,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2016,2017,,25000,1,0,0
Salt Lake City,UT,Utah,city,2013,2007,ASHRAE,5,0,0,1,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2016,2017,,25000,1,0,0
Salt Lake City,UT,Utah,city,2014,2007,ASHRAE,6,0,0,1,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2016,2017,,25000,1,0,0
Salt Lake City,UT,Utah,city,2015,2010,ASHRAE,5,0,0,1,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,0,2016,2017,,25000,1,0,0
Salt Lake City,UT,Utah,city,2016,2010,ASHRAE,5,0,0,1,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,0,2016,2017,0,25000,1,1,0
Salt Lake City,UT,Utah,city,2017,2010,ASHRAE,6,0,0,1,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2016,2017,1,25000,1,1,1
Salt Lake City,UT,Utah,city,2018,2010,ASHRAE,6,0,0,1,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2016,2017,2,25000,1,1,1
Salt Lake City,UT,Utah,city,2019,2010,ASHRAE,6,0,0,1,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2016,2017,3,25000,1,1,1
Salt Lake City,UT,Utah,city,2020,2010,ASHRAE,9,0,0,1,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2016,2017,4,25000,1,1,1
Salt Lake City,UT,Utah,city,2021,2010,ASHRAE,9,0,0,1,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2016,2017,5,25000,1,1,1
Salt Lake City,UT,Utah,city,2022,2010,ASHRAE,9,0,0,1,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2016,2017,6,25000,1,1,1
Salt Lake City,UT,Utah,city,2023,2019,ASHRAE,3,0,0,1,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2016,2017,7,25000,1,1,1
Salt Lake City,UT,Utah,city,2024,2019,ASHRAE,3,0,0,1,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2016,2017,8,25000,1,1,1
Salt Lake City,UT,Utah,city,2025,2019,ASHRAE,3,0,0,1,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,1,1,2016,2017,9,25000,1,1,1
San Diego,CA,California,city,2010,2008,TITLE24,1,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
San Diego,CA,California,city,2011,2008,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
San Diego,CA,California,city,2012,2008,TITLE24,4,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
San Diego,CA,California,city,2013,2008,TITLE24,4,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
San Diego,CA,California,city,2014,2013,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
San Diego,CA,California,city,2015,2013,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
San Diego,CA,California,city,2016,2013,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
San Diego,CA,California,city,2017,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
San Diego,CA,California,city,2018,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
San Diego,CA,California,city,2019,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
San Diego,CA,California,city,2020,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
San Diego,CA,California,city,2021,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
San Diego,CA,California,city,2022,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
San Diego,CA,California,city,2023,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,0,0,,,,,,0,0
San Diego,CA,California,city,2024,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,0,0,,,,,,0,0
San Diego,CA,California,city,2025,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,0,0,,,,,,0,0
San Francisco,CA,California,city,2010,2008,TITLE24,1,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,2011,2011,,10000,1,0,0
San Francisco,CA,California,city,2011,2008,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2011,2011,0,10000,1,1,1
San Francisco,CA,California,city,2012,2008,TITLE24,4,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2011,2011,1,10000,1,1,1
San Francisco,CA,California,city,2013,2008,TITLE24,4,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2011,2011,2,10000,1,1,1
San Francisco,CA,California,city,2014,2013,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2011,2011,3,10000,1,1,1
San Francisco,CA,California,city,2015,2013,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2011,2011,4,10000,1,1,1
San Francisco,CA,California,city,2016,2013,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2011,2011,5,10000,1,1,1
San Francisco,CA,California,city,2017,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2011,2011,6,10000,1,1,1
San Francisco,CA,California,city,2018,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2011,2011,7,10000,1,1,1
San Francisco,CA,California,city,2019,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2011,2011,8,10000,1,1,1
San Francisco,CA,California,city,2020,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2011,2011,9,10000,1,1,1
San Francisco,CA,California,city,2021,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,1,1,2011,2011,10,10000,1,1,1
San Francisco,CA,California,city,2022,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2011,2011,11,10000,1,1,1
San Francisco,CA,California,city,2023,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2011,2011,12,10000,1,1,1
San Francisco,CA,California,city,2024,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2011,2011,13,10000,1,1,1
San Francisco,CA,California,city,2025,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,1,1,2011,2011,14,10000,1,1,1
Santa Monica,CA,California,city,2010,2008,TITLE24,1,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Santa Monica,CA,California,city,2011,2008,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Santa Monica,CA,California,city,2012,2008,TITLE24,4,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Santa Monica,CA,California,city,2013,2008,TITLE24,4,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Santa Monica,CA,California,city,2014,2013,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Santa Monica,CA,California,city,2015,2013,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Santa Monica,CA,California,city,2016,2013,TITLE24,2,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Santa Monica,CA,California,city,2017,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Santa Monica,CA,California,city,2018,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Santa Monica,CA,California,city,2019,2016,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Santa Monica,CA,California,city,2020,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Santa Monica,CA,California,city,2021,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Santa Monica,CA,California,city,2022,2019,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,2023,0,0,,,,,,0,0
Santa Monica,CA,California,city,2023,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,0,0,,,,,,0,0
Santa Monica,CA,California,city,2024,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,0,0,,,,,,0,0
Santa Monica,CA,California,city,2025,2022,TITLE24,0,0,0,0,1,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,0,2023,0,0,,,,,,0,0
Savannah,GA,Georgia,city,2010,2006,IECC,3,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Savannah,GA,Georgia,city,2011,2006,IECC,4,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Savannah,GA,Georgia,city,2012,2006,IECC,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Savannah,GA,Georgia,city,2013,2006,IECC,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Savannah,GA,Georgia,city,2014,2006,IECC,7,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Savannah,GA,Georgia,city,2015,2006,IECC,9,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Savannah,GA,Georgia,city,2016,2006,IECC,9,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Savannah,GA,Georgia,city,2017,2006,IECC,10,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Savannah,GA,Georgia,city,2018,2006,IECC,10,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Savannah,GA,Georgia,city,2019,2006,IECC,10,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Savannah,GA,Georgia,city,2020,2013,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Savannah,GA,Georgia,city,2021,2013,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,0,1,2022,0,0,,,,,,0,0
Savannah,GA,Georgia,city,2022,2013,ASHRAE,6,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Savannah,GA,Georgia,city,2023,2013,ASHRAE,9,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Savannah,GA,Georgia,city,2024,2013,ASHRAE,9,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Savannah,GA,Georgia,city,2025,2013,ASHRAE,9,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,1,1,2022,0,0,,,,,,0,0
Seattle,WA,Washington,city,2010,2004,ASHRAE,5,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2023,,,GHG Intensity (kgCO2e/SF/yr),20000,20000,20000,1,1,,,Building Emissions Performance Standard,Ordinance 126959,0,1,2022,1,0,2010,2012,0,20000,0,1,0
Seattle,WA,Washington,city,2011,2004,ASHRAE,6,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2023,,,GHG Intensity (kgCO2e/SF/yr),20000,20000,20000,1,1,,,Building Emissions Performance Standard,Ordinance 126959,0,1,2022,1,0,2010,2012,1,20000,0,1,0
Seattle,WA,Washington,city,2012,2004,ASHRAE,8,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2023,,,GHG Intensity (kgCO2e/SF/yr),20000,20000,20000,1,1,,,Building Emissions Performance Standard,Ordinance 126959,0,1,2022,1,1,2010,2012,2,20000,0,1,1
Seattle,WA,Washington,city,2013,2004,ASHRAE,8,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2023,,,GHG Intensity (kgCO2e/SF/yr),20000,20000,20000,1,1,,,Building Emissions Performance Standard,Ordinance 126959,0,1,2022,1,1,2010,2012,3,20000,0,1,1
Seattle,WA,Washington,city,2014,2004,ASHRAE,9,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2023,,,GHG Intensity (kgCO2e/SF/yr),20000,20000,20000,1,1,,,Building Emissions Performance Standard,Ordinance 126959,0,1,2022,1,1,2010,2012,4,20000,0,1,1
Seattle,WA,Washington,city,2015,2004,ASHRAE,11,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2023,,,GHG Intensity (kgCO2e/SF/yr),20000,20000,20000,1,1,,,Building Emissions Performance Standard,Ordinance 126959,0,1,2022,1,1,2010,2012,5,20000,0,1,1
Seattle,WA,Washington,city,2016,2004,ASHRAE,11,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2023,,,GHG Intensity (kgCO2e/SF/yr),20000,20000,20000,1,1,,,Building Emissions Performance Standard,Ordinance 126959,0,1,2022,1,1,2010,2012,6,20000,0,1,1
Seattle,WA,Washington,city,2017,2004,ASHRAE,12,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2023,,,GHG Intensity (kgCO2e/SF/yr),20000,20000,20000,1,1,,,Building Emissions Performance Standard,Ordinance 126959,0,1,2022,1,1,2010,2012,7,20000,0,1,1
Seattle,WA,Washington,city,2018,2004,ASHRAE,12,0,0,0,1,0,0,0,2019,2026,Clean Buildings Performance Standard,HB 1257,1.0,,0,0,2023,,,GHG Intensity (kgCO2e/SF/yr),20000,20000,20000,1,1,,,Building Emissions Performance Standard,Ordinance 126959,0,1,2022,1,1,2010,2012,8,20000,0,1,1
